Country;League;Season;Date;Time;Home;Away;HG;AG;Res;PH;PD;PA;MaxH;MaxD;MaxA;AvgH;AvgD;AvgA
Brazil;Serie A;2012;02/09/2012;22:30:00;Ponte Preta;Atletico GO;3;1;0;214;349;366;215;35;434;2;329;359
Brazil;Serie A;2012;05/09/2012;23:30:00;Bahia;Atletico-MG;0;0;2;289;334;262;305;337;266;287;315;241
Brazil;Serie A;2012;05/09/2012;23:30:00;Flamengo RJ;Ponte Preta;0;1;1;214;362;35;216;362;38;202;333;348
Brazil;Serie A;2012;05/09/2012;23:30:00;Nautico;Vasco;1;1;2;234;341;328;25;35;329;235;323;289
Brazil;Serie A;2012;05/09/2012;23:30:00;Portuguesa;Coritiba;3;0;0;198;363;408;204;363;408;196;337;363
Brazil;Serie A;2012;06/09/2012;00:30:00;Gremio;Atletico GO;2;1;0;143;469;894;145;49;105;138;436;809
Brazil;Serie A;2012;06/09/2012;02:00:00;Cruzeiro;Botafogo RJ;1;3;1;194;376;409;204;376;422;19;342;38
Brazil;Serie A;2012;06/09/2012;02:00:00;Figueirense;Corinthians;1;0;0;273;333;278;279;334;29;254;317;268
Brazil;Serie A;2012;06/09/2012;02:00:00;Sao Paulo;Internacional;1;1;2;195;365;413;197;365;459;182;344;415
Brazil;Serie A;2012;07/09/2012;01:00:00;Fluminense;Santos;3;1;0;174;374;538;175;395;568;165;362;498
Brazil;Serie A;2012;07/09/2012;01:00:00;Palmeiras;Sport Recife;3;1;0;16;415;63;165;42;7;153;38;609
Brazil;Serie A;2012;08/09/2012;22:30:00;Coritiba;Flamengo RJ;3;0;0;168;411;535;175;411;535;171;362;463
Brazil;Serie A;2012;08/09/2012;22:30:00;Ponte Preta;Figueirense;2;2;2;184;379;461;184;409;5;176;354;432
Brazil;Serie A;2012;09/09/2012;01:00:00;Corinthians;Gremio;3;1;0;27;332;281;276;335;295;248;315;277
Brazil;Serie A;2012;09/09/2012;20:00:00;Botafogo RJ;Nautico;3;1;0;167;396;578;173;42;578;165;367;5
Brazil;Serie A;2012;09/09/2012;20:00:00;Internacional;Fluminense;0;1;1;25;332;306;278;332;306;253;317;27
Brazil;Serie A;2012;09/09/2012;20:00:00;Santos;Sao Paulo;0;0;2;321;334;241;33;348;241;305;325;225
Brazil;Serie A;2012;09/09/2012;22:30:00;Atletico GO;Portuguesa;1;1;2;25;346;297;26;346;31;232;323;293
Brazil;Serie A;2012;09/09/2012;22:30:00;Atletico-MG;Palmeiras;3;0;0;168;392;57;168;42;65;157;374;572
Brazil;Serie A;2012;09/09/2012;22:30:00;Sport Recife;Cruzeiro;2;1;0;254;346;291;276;346;291;254;317;268
Brazil;Serie A;2012;09/09/2012;22:30:00;Vasco;Bahia;0;4;1;167;396;573;167;42;67;157;374;568
Brazil;Serie A;2012;12/09/2012;23:30:00;Corinthians;Ponte Preta;1;1;2;179;361;529;179;39;55;166;361;498
Brazil;Serie A;2012;12/09/2012;23:30:00;Figueirense;Cruzeiro;2;0;0;231;359;317;238;37;324;226;329;3
Brazil;Serie A;2012;12/09/2012;23:30:00;Portuguesa;Fluminense;0;2;1;329;335;236;329;35;254;284;322;241
Brazil;Serie A;2012;13/09/2012;00:30:00;Atletico GO;Coritiba;1;2;1;223;353;342;245;37;342;229;329;295
Brazil;Serie A;2012;13/09/2012;00:30:00;Sport Recife;Bahia;1;1;2;25;336;305;252;34;31;233;322;295
Brazil;Serie A;2012;13/09/2012;02:00:00;Atletico-MG;Sao Paulo;1;0;0;172;393;522;173;415;56;169;365;471
Brazil;Serie A;2012;13/09/2012;02:00:00;Santos;Flamengo RJ;2;0;0;174;399;503;178;433;6;165;368;495
Brazil;Serie A;2012;13/09/2012;02:00:00;Vasco;Palmeiras;3;1;0;236;326;341;236;36;425;207;321;356
Brazil;Serie A;2012;14/09/2012;01:00:00;Botafogo RJ;Internacional;1;1;2;217;356;352;24;356;352;223;324;311
Brazil;Serie A;2012;14/09/2012;01:00:00;Gremio;Nautico;2;0;0;133;55;1105;135;584;12;129;509;954
Brazil;Serie A;2012;15/09/2012;22:30:00;Sao Paulo;Portuguesa;3;1;0;167;388;592;173;42;65;161;37;528
Brazil;Serie A;2012;15/09/2012;22:50:00;Fluminense;Atletico GO;1;2;1;153;424;724;153;47;81;146;413;661
Brazil;Serie A;2012;16/09/2012;20:00:00;Bahia;Figueirense;2;1;0;18;376;49;19;376;49;182;344;416
Brazil;Serie A;2012;16/09/2012;20:00:00;Coritiba;Santos;1;2;1;204;353;393;211;36;393;202;335;346
Brazil;Serie A;2012;16/09/2012;20:00:00;Cruzeiro;Vasco;1;1;2;269;325;289;276;335;3;251;317;273
Brazil;Serie A;2012;16/09/2012;20:00:00;Nautico;Atletico-MG;1;0;0;32;346;236;32;346;248;288;324;234
Brazil;Serie A;2012;16/09/2012;20:00:00;Palmeiras;Corinthians;0;2;1;247;32;325;27;325;325;252;308;277
Brazil;Serie A;2012;16/09/2012;22:30:00;Flamengo RJ;Gremio;1;1;2;29;339;26;296;34;26;275;32;246
Brazil;Serie A;2012;16/09/2012;22:30:00;Internacional;Sport Recife;2;2;2;134;522;1109;145;53;1109;135;453;853
Brazil;Serie A;2012;16/09/2012;22:30:00;Ponte Preta;Botafogo RJ;0;0;2;231;341;332;24;35;332;226;327;301
Brazil;Serie A;2012;22/09/2012;22:30:00;Figueirense;Palmeiras;1;3;1;271;346;272;285;36;276;256;323;262
Brazil;Serie A;2012;22/09/2012;22:30:00;Fluminense;Nautico;2;1;0;139;501;932;14;501;11;134;454;861
Brazil;Serie A;2012;23/09/2012;01:00:00;Santos;Portuguesa;1;3;1;225;344;341;225;344;357;214;326;325
Brazil;Serie A;2012;23/09/2012;20:00:00;Atletico GO;Flamengo RJ;1;2;1;217;351;357;231;36;357;222;329;307
Brazil;Serie A;2012;23/09/2012;20:00:00;Botafogo RJ;Corinthians;2;2;2;216;342;369;216;36;385;205;327;349
Brazil;Serie A;2012;23/09/2012;20:00:00;Ponte Preta;Vasco;0;0;2;254;333;3;276;34;3;25;32;271
Brazil;Serie A;2012;23/09/2012;20:00:00;Sao Paulo;Cruzeiro;1;0;0;152;434;725;16;434;725;156;383;575
Brazil;Serie A;2012;23/09/2012;22:30:00;Atletico-MG;Gremio;0;0;2;194;357;434;217;357;434;194;336;375
Brazil;Serie A;2012;23/09/2012;22:30:00;Internacional;Bahia;3;1;0;148;434;84;15;45;84;144;411;7
Brazil;Serie A;2012;23/09/2012;22:30:00;Sport Recife;Coritiba;1;0;0;218;367;34;248;367;344;219;332;31
Brazil;Serie A;2012;27/09/2012;02:00:00;Flamengo RJ;Atletico-MG;2;1;0;361;349;217;361;35;25;302;326;228
Brazil;Serie A;2012;29/09/2012;22:30:00;Cruzeiro;Internacional;0;0;2;301;327;258;325;33;26;288;316;24
Brazil;Serie A;2012;29/09/2012;22:30:00;Nautico;Atletico GO;2;0;0;174;379;533;178;409;55;167;365;478
Brazil;Serie A;2012;29/09/2012;22:30:00;Portuguesa;Atletico-MG;1;1;2;27;338;278;29;35;278;264;321;255
Brazil;Serie A;2012;29/09/2012;22:30:00;Vasco;Figueirense;3;1;0;161;396;661;161;459;75;151;399;604
Brazil;Serie A;2012;30/09/2012;01:00:00;Palmeiras;Ponte Preta;3;0;0;163;397;626;18;409;64;16;37;541
Brazil;Serie A;2012;30/09/2012;20:00:00;Bahia;Botafogo RJ;2;0;0;248;345;301;258;35;301;245;324;275
Brazil;Serie A;2012;30/09/2012;20:00:00;Corinthians;Sport Recife;3;0;0;144;457;869;16;457;869;148;39;677
Brazil;Serie A;2012;30/09/2012;20:00:00;Coritiba;Sao Paulo;1;1;2;258;341;291;258;36;31;237;324;285
Brazil;Serie A;2012;30/09/2012;20:00:00;Flamengo RJ;Fluminense;0;1;1;363;334;222;385;345;225;341;325;209
Brazil;Serie A;2012;30/09/2012;22:30:00;Gremio;Santos;1;1;2;167;395;58;175;42;58;168;37;47
Brazil;Serie A;2012;05/10/2012;01:00:00;Coritiba;Ponte Preta;1;0;0;181;385;471;183;395;545;169;364;473
Brazil;Serie A;2012;05/10/2012;01:00:00;Flamengo RJ;Bahia;0;0;2;195;359;426;208;36;43;196;332;373
Brazil;Serie A;2012;05/10/2012;01:00:00;Portuguesa;Sport Recife;5;1;0;158;411;669;17;411;669;162;367;525
Brazil;Serie A;2012;06/10/2012;20:00:00;Sao Paulo;Palmeiras;3;0;0;204;359;386;206;36;425;195;334;372
Brazil;Serie A;2012;06/10/2012;20:20:00;Atletico GO;Vasco;0;1;1;358;326;227;362;34;227;339;324;209
Brazil;Serie A;2012;06/10/2012;20:20:00;Nautico;Corinthians;2;1;0;236;349;316;241;349;325;23;324;294
Brazil;Serie A;2012;06/10/2012;20:20:00;Santos;Internacional;1;1;2;27;326;287;28;333;287;256;314;268
Brazil;Serie A;2012;06/10/2012;22:30:00;Atletico-MG;Figueirense;6;0;0;136;522;1026;137;54;11;133;468;867
Brazil;Serie A;2012;06/10/2012;22:30:00;Fluminense;Botafogo RJ;1;0;0;227;338;344;229;36;37;208;327;342
Brazil;Serie A;2012;06/10/2012;22:30:00;Gremio;Cruzeiro;2;1;0;156;424;67;156;45;7;151;394;607
Brazil;Serie A;2012;10/10/2012;23:30:00;Bahia;Fluminense;0;2;1;308;326;254;335;34;254;303;317;231
Brazil;Serie A;2012;10/10/2012;23:30:00;Botafogo RJ;Santos;0;2;1;183;396;446;183;409;5;173;362;44
Brazil;Serie A;2012;10/10/2012;23:30:00;Cruzeiro;Portuguesa;2;0;0;233;362;312;242;362;315;232;329;288
Brazil;Serie A;2012;10/10/2012;23:30:00;Figueirense;Atletico GO;3;1;0;193;368;428;196;375;428;19;344;379
Brazil;Serie A;2012;10/10/2012;23:30:00;Ponte Preta;Nautico;2;1;0;178;383;49;178;409;57;165;37;491
Brazil;Serie A;2012;11/10/2012;02:00:00;Corinthians;Flamengo RJ;3;2;0;191;362;444;191;39;495;178;348;435
Brazil;Serie A;2012;11/10/2012;02:00:00;Internacional;Atletico-MG;3;0;0;22;346;356;238;36;356;219;328;315
Brazil;Serie A;2012;11/10/2012;02:00:00;Vasco;Sao Paulo;0;2;1;275;334;277;275;34;3;251;316;274
Brazil;Serie A;2012;12/10/2012;01:00:00;Palmeiras;Coritiba;0;1;1;206;345;4;208;36;43;191;337;385
Brazil;Serie A;2012;12/10/2012;01:00:00;Sport Recife;Gremio;1;3;1;244;357;299;27;357;3;245;328;271
Brazil;Serie A;2012;13/10/2012;22:30:00;Atletico GO;Internacional;3;1;0;478;353;187;484;38;19;418;348;181
Brazil;Serie A;2012;13/10/2012;22:30:00;Flamengo RJ;Cruzeiro;1;1;2;21;362;365;215;362;368;204;337;342
Brazil;Serie A;2012;14/10/2012;01:00:00;Portuguesa;Corinthians;1;1;2;256;343;289;265;35;29;247;324;271
Brazil;Serie A;2012;14/10/2012;20:00:00;Atletico-MG;Sport Recife;2;1;0;128;595;1341;131;6;1341;128;515;975
Brazil;Serie A;2012;14/10/2012;20:00:00;Coritiba;Bahia;2;1;0;166;381;615;167;4;64;16;367;541
Brazil;Serie A;2012;14/10/2012;20:00:00;Nautico;Palmeiras;1;0;0;178;394;473;191;4;473;178;356;422
Brazil;Serie A;2012;14/10/2012;20:00:00;Santos;Vasco;2;0;0;215;34;374;229;35;374;218;325;318
Brazil;Serie A;2012;14/10/2012;20:00:00;Sao Paulo;Figueirense;2;0;0;128;597;1345;13;6;1345;128;517;999
Brazil;Serie A;2012;14/10/2012;22:30:00;Fluminense;Ponte Preta;2;1;0;153;423;726;155;44;819;146;406;667
Brazil;Serie A;2012;14/10/2012;22:30:00;Gremio;Botafogo RJ;1;1;2;165;4;59;172;409;59;164;367;504
Brazil;Serie A;2012;17/10/2012;23:30:00;Bahia;Palmeiras;0;1;1;249;339;305;249;34;33;225;322;306
Brazil;Serie A;2012;17/10/2012;23:30:00;Coritiba;Nautico;2;1;0;153;444;678;16;459;678;152;401;585
Brazil;Serie A;2012;17/10/2012;23:30:00;Fluminense;Gremio;2;2;2;217;346;363;217;365;4;203;331;35
Brazil;Serie A;2012;17/10/2012;23:30:00;Internacional;Figueirense;2;3;1;139;509;927;14;56;94;135;464;804
Brazil;Serie A;2012;18/10/2012;02:00:00;Cruzeiro;Corinthians;2;0;0;204;348;405;21;36;405;196;335;369
Brazil;Serie A;2012;18/10/2012;02:00:00;Portuguesa;Flamengo RJ;0;0;2;218;35;356;219;37;385;206;332;338
Brazil;Serie A;2012;18/10/2012;02:00:00;Santos;Atletico-MG;2;2;2;216;36;349;238;37;36;212;337;321
Brazil;Serie A;2012;19/10/2012;01:00:00;Botafogo RJ;Vasco;3;2;0;24;371;294;246;371;303;232;332;286
Brazil;Serie A;2012;19/10/2012;01:00:00;Sao Paulo;Atletico GO;2;0;0;127;66;1167;13;66;13;125;552;1016
Brazil;Serie A;2012;19/10/2012;01:00:00;Sport Recife;Ponte Preta;3;1;0;219;36;343;219;36;375;201;335;35
Brazil;Serie A;2012;20/10/2012;22:30:00;Corinthians;Bahia;1;1;2;179;379;49;185;39;509;176;351;441
Brazil;Serie A;2012;20/10/2012;22:30:00;Gremio;Coritiba;0;0;2;159;422;625;16;45;7;151;39;613
Brazil;Serie A;2012;20/10/2012;22:30:00;Palmeiras;Cruzeiro;2;0;0;196;36;42;198;375;5;184;347;4
Brazil;Serie A;2012;21/10/2012;19:00:00;Atletico-MG;Fluminense;3;2;0;211;343;382;22;37;383;21;329;332
Brazil;Serie A;2012;21/10/2012;19:00:00;Flamengo RJ;Sao Paulo;1;0;0;338;333;233;35;34;239;319;322;218
Brazil;Serie A;2012;21/10/2012;19:00:00;Nautico;Portuguesa;0;0;2;17;383;567;175;395;568;169;356;479
Brazil;Serie A;2012;21/10/2012;21:30:00;Atletico GO;Sport Recife;0;1;1;246;342;306;252;35;31;236;329;283
Brazil;Serie A;2012;21/10/2012;21:30:00;Ponte Preta;Santos;1;0;0;31;378;227;315;378;245;289;335;23
Brazil;Serie A;2012;24/10/2012;23:30:00;Vasco;Internacional;1;2;1;229;341;335;231;35;346;221;327;309
Brazil;Serie A;2012;25/10/2012;01:00:00;Figueirense;Botafogo RJ;0;2;1;247;384;277;25;384;294;237;337;275
Brazil;Serie A;2012;26/10/2012;00:00:00;Fluminense;Coritiba;2;1;0;164;418;565;164;43;65;154;394;565
Brazil;Serie A;2012;26/10/2012;00:00:00;Ponte Preta;Cruzeiro;1;0;0;225;344;342;225;346;355;214;325;324
Brazil;Serie A;2012;26/10/2012;00:00:00;Santos;Nautico;0;0;2;156;444;635;159;444;635;152;401;575
Brazil;Serie A;2012;27/10/2012;19:20:00;Corinthians;Vasco;1;0;0;188;361;463;191;361;463;185;343;4
Brazil;Serie A;2012;27/10/2012;19:20:00;Internacional;Palmeiras;2;1;0;192;363;438;195;375;515;177;349;435
Brazil;Serie A;2012;27/10/2012;21:30:00;Bahia;Gremio;1;1;2;252;346;293;285;35;293;263;323;257
Brazil;Serie A;2012;27/10/2012;21:30:00;Botafogo RJ;Atletico GO;4;0;0;143;499;786;145;5;9;138;449;758
Brazil;Serie A;2012;27/10/2012;21:30:00;Figueirense;Portuguesa;0;0;2;241;362;299;241;38;32;226;331;296
Brazil;Serie A;2012;27/10/2012;21:30:00;Sport Recife;Sao Paulo;2;4;1;31;352;239;33;362;239;294;331;227
Brazil;Serie A;2012;31/10/2012;23:50:00;Atletico-MG;Flamengo RJ;1;1;2;163;405;597;163;44;725;152;391;598
Brazil;Serie A;2012;03/11/2012;21:30:00;Cruzeiro;Santos;0;4;1;247;346;299;252;36;3;235;326;287
Brazil;Serie A;2012;03/11/2012;21:30:00;Gremio;Ponte Preta;1;0;0;143;487;824;145;5;84;142;422;728
Brazil;Serie A;2012;03/11/2012;23:00:00;Flamengo RJ;Figueirense;1;0;0;158;42;655;16;433;655;156;382;56
Brazil;Serie A;2012;04/11/2012;19:00:00;Atletico GO;Corinthians;0;2;1;494;373;18;509;39;18;44;356;174
Brazil;Serie A;2012;04/11/2012;19:00:00;Palmeiras;Botafogo RJ;2;2;2;204;368;375;204;368;42;192;339;378
Brazil;Serie A;2012;04/11/2012;19:00:00;Sao Paulo;Fluminense;1;1;2;193;372;422;202;38;422;195;34;365
Brazil;Serie A;2012;04/11/2012;19:00:00;Vasco;Sport Recife;0;3;1;145;47;815;155;475;822;148;413;63
Brazil;Serie A;2012;04/11/2012;21:30:00;Coritiba;Atletico-MG;1;0;0;252;373;277;274;375;278;249;334;263
Brazil;Serie A;2012;04/11/2012;21:30:00;Nautico;Internacional;3;0;0;227;35;332;234;35;335;219;327;314
Brazil;Serie A;2012;04/11/2012;21:30:00;Portuguesa;Bahia;0;1;1;196;37;408;209;37;433;19;335;389
Brazil;Serie A;2012;10/11/2012;21:30:00;Atletico GO;Santos;2;1;0;519;446;165;56;446;17;498;386;161
Brazil;Serie A;2012;10/11/2012;21:30:00;Botafogo RJ;Portuguesa;3;0;0;178;376;504;178;4;56;168;357;484
Brazil;Serie A;2012;10/11/2012;23:00:00;Corinthians;Coritiba;5;1;0;183;368;486;187;375;488;179;345;428
Brazil;Serie A;2012;11/11/2012;19:00:00;Gremio;Sao Paulo;2;1;0;242;336;317;258;34;317;236;325;286
Brazil;Serie A;2012;11/11/2012;19:00:00;Palmeiras;Fluminense;2;3;1;246;358;294;26;358;294;244;33;27
Brazil;Serie A;2012;11/11/2012;19:00:00;Vasco;Atletico-MG;1;1;2;308;339;246;31;352;25;275;329;242
Brazil;Serie A;2012;11/11/2012;21:30:00;Cruzeiro;Bahia;3;1;0;225;34;349;238;35;35;217;326;32
Brazil;Serie A;2012;11/11/2012;21:30:00;Figueirense;Sport Recife;1;1;2;26;39;26;275;39;275;25;339;259
Brazil;Serie A;2012;11/11/2012;21:30:00;Nautico;Flamengo RJ;0;1;1;171;376;557;18;38;557;173;356;455
Brazil;Serie A;2012;11/11/2012;21:30:00;Ponte Preta;Internacional;1;0;0;262;338;287;262;35;3;244;325;274
Brazil;Serie A;2012;17/11/2012;21:30:00;Coritiba;Vasco;1;2;1;173;405;499;175;405;509;17;366;456
Brazil;Serie A;2012;17/11/2012;21:30:00;Santos;Figueirense;2;0;0;137;554;875;14;554;919;135;477;77
Brazil;Serie A;2012;18/11/2012;19:00:00;Atletico-MG;Atletico GO;2;2;2;125;644;1388;13;644;1388;126;54;1033
Brazil;Serie A;2012;18/11/2012;19:00:00;Bahia;Ponte Preta;1;0;0;179;371;5;185;371;5;179;342;433
Brazil;Serie A;2012;18/11/2012;19:00:00;Flamengo RJ;Palmeiras;1;1;2;25;368;281;252;368;32;231;336;285
Brazil;Serie A;2012;18/11/2012;19:00:00;Fluminense;Cruzeiro;0;2;1;174;395;512;175;409;512;17;366;456
Brazil;Serie A;2012;18/11/2012;19:00:00;Sao Paulo;Nautico;2;1;0;135;536;1015;137;536;105;132;478;866
Brazil;Serie A;2012;18/11/2012;21:30:00;Internacional;Corinthians;0;2;1;227;334;35;227;345;35;219;325;314
Brazil;Serie A;2012;18/11/2012;21:30:00;Portuguesa;Gremio;2;2;2;273;333;278;282;34;288;257;32;264
Brazil;Serie A;2012;18/11/2012;21:30:00;Sport Recife;Botafogo RJ;2;0;0;229;369;313;25;369;313;23;336;285
Brazil;Serie A;2012;24/11/2012;21:30:00;Corinthians;Santos;1;1;2;179;382;486;185;395;52;175;356;437
Brazil;Serie A;2012;24/11/2012;21:30:00;Vasco;Flamengo RJ;1;1;2;33;338;236;33;34;245;293;324;232
Brazil;Serie A;2012;25/11/2012;19:00:00;Bahia;Nautico;1;1;2;163;413;599;17;413;6;161;365;533
Brazil;Serie A;2012;25/11/2012;19:00:00;Botafogo RJ;Atletico-MG;2;3;1;249;354;292;254;354;3;243;328;275
Brazil;Serie A;2012;25/11/2012;19:00:00;Cruzeiro;Coritiba;2;1;0;233;365;31;233;365;33;217;336;308
Brazil;Serie A;2012;25/11/2012;19:00:00;Figueirense;Gremio;2;4;1;492;416;172;54;42;173;466;373;167
Brazil;Serie A;2012;25/11/2012;19:00:00;Internacional;Portuguesa;0;2;1;243;33;32;243;35;35;217;328;317
Brazil;Serie A;2012;25/11/2012;19:00:00;Palmeiras;Atletico GO;1;2;1;204;358;391;206;372;433;186;353;381
Brazil;Serie A;2012;25/11/2012;19:00:00;Ponte Preta;Sao Paulo;0;0;2;202;368;381;21;37;381;202;337;346
Brazil;Serie A;2012;25/11/2012;19:00:00;Sport Recife;Fluminense;1;1;2;183;421;411;187;423;415;181;363;389
Brazil;Serie A;2012;01/12/2012;21:30:00;Flamengo RJ;Botafogo RJ;2;2;2;24;338;318;254;338;32;233;322;29
Brazil;Serie A;2012;01/12/2012;21:30:00;Santos;Palmeiras;3;1;0;157;455;591;165;459;6;157;389;533
Brazil;Serie A;2012;02/12/2012;19:00:00;Atletico GO;Bahia;0;1;1;327;331;237;327;34;241;301;318;228
Brazil;Serie A;2012;02/12/2012;19:00:00;Atletico-MG;Cruzeiro;3;2;0;17;425;497;175;43;52;168;37;46
Brazil;Serie A;2012;02/12/2012;19:00:00;Coritiba;Figueirense;3;0;0;139;518;882;14;52;969;136;462;78
Brazil;Serie A;2012;02/12/2012;19:00:00;Fluminense;Vasco;1;2;1;239;331;328;246;345;33;227;326;299
Brazil;Serie A;2012;02/12/2012;19:00:00;Gremio;Internacional;0;0;2;167;393;578;17;425;6;164;368;497
Brazil;Serie A;2012;02/12/2012;19:00:00;Nautico;Sport Recife;1;0;0;272;355;266;273;359;295;249;33;265
Brazil;Serie A;2012;02/12/2012;19:00:00;Portuguesa;Ponte Preta;0;0;2;18;357;525;185;36;54;177;337;456
Brazil;Serie A;2012;02/12/2012;19:00:00;Sao Paulo;Corinthians;3;1;0;34;346;225;34;35;238;307;323;223
Brazil;Serie A;2013;25/05/2013;22:30:00;Vasco;Portuguesa;1;0;0;206;347;396;206;38;509;186;344;406
Brazil;Serie A;2013;25/05/2013;22:30:00;Vitoria;Internacional;2;2;2;272;337;277;305;337;277;272;317;252
Brazil;Serie A;2013;26/05/2013;01:00:00;Corinthians;Botafogo RJ;1;1;2;188;36;466;191;375;52;182;343;421
Brazil;Serie A;2013;26/05/2013;20:00:00;Criciuma;Bahia;3;1;0;18;359;523;185;375;525;172;35;47
Brazil;Serie A;2013;26/05/2013;20:00:00;Gremio;Nautico;2;0;0;14;473;996;14;509;105;138;436;819
Brazil;Serie A;2013;26/05/2013;20:00:00;Ponte Preta;Sao Paulo;0;2;1;321;327;245;33;34;246;298;318;232
Brazil;Serie A;2013;26/05/2013;20:00:00;Santos;Flamengo RJ;0;0;2;278;337;274;278;337;3;254;321;267
Brazil;Serie A;2013;26/05/2013;22:30:00;Coritiba;Atletico-MG;2;1;0;206;362;38;22;395;409;195;34;367
Brazil;Serie A;2013;26/05/2013;22:30:00;Cruzeiro;Goias;5;0;0;158;433;626;17;433;642;16;374;538
Brazil;Serie A;2013;26/05/2013;22:30:00;Fluminense;Atletico-PR;2;1;0;236;322;345;236;34;346;221;317;318
Brazil;Serie A;2013;29/05/2013;19:00:00;Atletico-PR;Cruzeiro;2;2;2;294;347;252;305;347;254;279;32;244
Brazil;Serie A;2013;29/05/2013;23:30:00;Botafogo RJ;Santos;2;1;0;172;38;555;174;385;57;166;366;497
Brazil;Serie A;2013;29/05/2013;23:30:00;Sao Paulo;Vasco;5;1;0;168;393;572;168;4;65;161;368;546
Brazil;Serie A;2013;30/05/2013;01:00:00;Bahia;Coritiba;0;0;2;286;339;262;289;342;265;269;322;25
Brazil;Serie A;2013;30/05/2013;01:00:00;Flamengo RJ;Ponte Preta;0;2;1;171;375;572;175;385;6;168;353;503
Brazil;Serie A;2013;30/05/2013;01:00:00;Nautico;Vitoria;0;3;1;245;339;31;245;34;35;22;324;315
Brazil;Serie A;2013;30/05/2013;02:00:00;Goias;Corinthians;1;1;2;314;335;245;345;34;247;309;319;226
Brazil;Serie A;2013;30/05/2013;23:30:00;Internacional;Criciuma;2;0;0;155;43;672;155;465;83;147;412;645
Brazil;Serie A;2013;01/06/2013;20:20:00;Atletico-PR;Flamengo RJ;2;2;2;259;331;297;259;345;31;236;32;291
Brazil;Serie A;2013;01/06/2013;20:20:00;Botafogo RJ;Cruzeiro;2;1;0;233;344;328;233;35;35;216;329;319
Brazil;Serie A;2013;01/06/2013;20:20:00;Santos;Gremio;1;1;2;286;326;27;286;33;275;27;317;253
Brazil;Serie A;2013;01/06/2013;22:30:00;Goias;Coritiba;1;1;2;224;355;337;24;355;337;226;326;302
Brazil;Serie A;2013;01/06/2013;22:30:00;Vitoria;Vasco;2;0;0;181;37;49;19;37;509;18;343;433
Brazil;Serie A;2013;02/06/2013;01:00:00;Corinthians;Ponte Preta;1;0;0;159;411;654;16;411;7;154;38;602
Brazil;Serie A;2013;02/06/2013;22:30:00;Atletico-MG;Sao Paulo;0;0;2;2;358;405;215;36;405;203;329;352
Brazil;Serie A;2013;02/06/2013;22:30:00;Fluminense;Criciuma;3;0;0;168;4;553;168;43;66;158;377;551
Brazil;Serie A;2013;02/06/2013;22:30:00;Internacional;Bahia;1;2;1;147;434;894;147;48;9;141;419;765
Brazil;Serie A;2013;02/06/2013;22:30:00;Nautico;Portuguesa;2;2;2;227;336;345;24;336;346;221;318;319
Brazil;Serie A;2013;05/06/2013;23:30:00;Criciuma;Santos;3;1;0;244;338;313;244;35;32;229;323;302
Brazil;Serie A;2013;05/06/2013;23:30:00;Portuguesa;Internacional;1;1;2;304;324;259;313;325;275;279;308;252
Brazil;Serie A;2013;05/06/2013;23:30:00;Sao Paulo;Goias;0;1;1;143;476;851;143;5;91;138;451;776
Brazil;Serie A;2013;06/06/2013;01:00:00;Gremio;Vitoria;1;0;0;142;459;974;15;47;974;141;424;753
Brazil;Serie A;2013;06/06/2013;01:00:00;Ponte Preta;Atletico-PR;3;4;1;259;316;31;259;345;34;229;316;307
Brazil;Serie A;2013;06/06/2013;01:00:00;Vasco;Atletico-MG;2;0;0;377;343;212;385;343;229;334;326;212
Brazil;Serie A;2013;06/06/2013;02:00:00;Bahia;Botafogo RJ;2;1;0;405;339;206;405;34;215;349;326;207
Brazil;Serie A;2013;06/06/2013;02:00:00;Cruzeiro;Corinthians;1;0;0;231;335;338;231;34;363;217;321;327
Brazil;Serie A;2013;06/06/2013;02:00:00;Flamengo RJ;Nautico;0;1;1;148;438;825;152;438;825;145;407;699
Brazil;Serie A;2013;07/06/2013;01:00:00;Coritiba;Fluminense;2;1;0;233;333;339;233;36;36;217;327;321
Brazil;Serie A;2013;08/06/2013;20:20:00;Criciuma;Flamengo RJ;0;3;1;261;335;291;261;335;3;243;322;28
Brazil;Serie A;2013;08/06/2013;20:20:00;Cruzeiro;Internacional;2;2;2;204;335;423;208;355;445;199;328;368
Brazil;Serie A;2013;08/06/2013;22:30:00;Corinthians;Portuguesa;0;0;2;164;385;644;167;4;644;159;369;564
Brazil;Serie A;2013;08/06/2013;22:30:00;Vasco;Bahia;1;1;2;193;36;436;193;365;5;183;339;427
Brazil;Serie A;2013;09/06/2013;01:00:00;Ponte Preta;Botafogo RJ;0;2;1;266;341;281;282;341;282;257;321;264
Brazil;Serie A;2013;09/06/2013;22:30:00;Atletico-MG;Gremio;2;0;0;208;345;392;216;345;392;203;329;353
Brazil;Serie A;2013;09/06/2013;22:30:00;Coritiba;Nautico;1;0;0;143;465;91;145;47;10;14;428;78
Brazil;Serie A;2013;09/06/2013;22:30:00;Fluminense;Goias;2;1;0;179;37;512;185;37;53;177;344;453
Brazil;Serie A;2013;09/06/2013;22:30:00;Vitoria;Atletico-PR;3;2;0;301;338;252;301;35;275;268;323;251
Brazil;Serie A;2013;12/06/2013;23:30:00;Santos;Atletico-MG;1;0;0;28;333;272;281;34;272;268;32;253
